Name,Glasanteil_Süd_[%],Klimaszenario,Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],Glasanteil_Nord_[%],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Investitionskosten_[EUR],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR],Heizenergie_[kWh/Jahr]
r5n10043,86.45,2060 warmer Sommer mit Klimaschutz,38.85,4.578,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.168,4.578,2306,2060 warmer Sommer mit Klimaschutz,r5n10043,7.253,1.159,44988.5,63362.5,570536.6,14752.5,211378.3,32548.6,570536.6,63362.5
r5n10044,33.93,2060 warmer Sommer mit Klimaschutz,34.92,75.22,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1029,75.22,2981.1,2060 warmer Sommer mit Klimaschutz,r5n10044,7.48,1.302,42190.8,85659.6,548769.8,14975.6,237349.7,35342.1,548769.8,85659.6
r5n10045,9.918,2060 Durchschnittsjahr mit Klimaschutz,60.45,14.36,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1992,14.36,2450.8,2060 Durchschnittsjahr mit Klimaschutz,r5n10045,7.359,1.017,32809.7,62924.5,543022.1,16272.1,206208.8,31660.5,543022.1,62924.5
r5n10046,70.43,2060 warmer Sommer mit Klimaschutz,6.077,23.92,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1906,23.92,314.8,2060 warmer Sommer mit Klimaschutz,r5n10046,7.197,0.6623,38981.4,54457.6,477294.4,20091,206498.6,32415.5,477294.4,54457.6
r5n10047,43.04,2000 Durchschnittsjahr,66.38,52.32,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1095,52.32,1734.8,2000 Durchschnittsjahr,r5n10047,7.58,1.868,28067.7,95632.7,591923.2,12840.2,237109.5,34470.4,591923.2,95632.7
r5n10048,98.79,2060 Durchschnittsjahr mit Klimaschutz,12.56,71.55,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1473,71.55,1174.5,2060 Durchschnittsjahr mit Klimaschutz,r5n10048,7.376,1.317,33251.7,74941.8,541470.8,15222.7,219274,32999.1,541470.8,74941.8
r5n10049,36.36,2000 Durchschnittsjahr,4.663,49.41,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.189,49.41,1946.7,2000 Durchschnittsjahr,r5n10049,7.53,0.6145,21245.5,64224.8,461531.2,21767,210699.9,32355.6,461531.2,64224.8
r5n10050,92.9,2060 Durchschnittsjahr mit Klimaschutz,42.09,29.32,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1574,29.32,2848.2,2060 Durchschnittsjahr mit Klimaschutz,r5n10050,7.342,1.428,36375,72317.5,583337.3,13927.1,215606,32560.9,583337.3,72317.5
r5n10051,5.749,2000 Durchschnittsjahr,48.1,84.51,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1605,84.51,1441.1,2000 Durchschnittsjahr,r5n10051,7.573,1.383,24363.8,83230,529323.7,14922.1,223480.9,33063.1,529323.7,83230
r5n10052,24.55,2060 warmer Sommer mit Klimaschutz,80,70.48,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1474,70.48,2753.6,2060 warmer Sommer mit Klimaschutz,r5n10052,7.402,1.919,51326.7,81421.2,608389.1,11990.3,232281.7,34787.6,608389.1,81421.2
r5n10053,17.18,2000 Durchschnittsjahr,11.37,98.06,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1592,98.06,2894.1,2000 Durchschnittsjahr,r5n10053,7.627,0.8578,21333.2,78960.3,477376.2,18768.1,223369.5,33397.7,477376.2,78960.3
r5n10054,93.02,2060 warmer Sommer mit Klimaschutz,3.787,24.5,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1854,24.5,75.46,2060 warmer Sommer mit Klimaschutz,r5n10054,7.163,0.7242,41648.2,56331.2,475411.4,18573,207658.6,32467.6,475411.4,56331.2
r5n10055,52.93,2000 Durchschnittsjahr,98.95,54.63,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1058,54.63,1613.4,2000 Durchschnittsjahr,r5n10055,7.58,2.362,35335.7,102429.4,648076.4,10776.1,246062.4,35507.3,648076.4,102429.4
r5n10056,32.23,2000 Durchschnittsjahr,92.61,83.78,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.111,83.78,2006.2,2000 Durchschnittsjahr,r5n10056,7.606,2.446,33411.6,103430.6,620782.2,11024.9,246576.9,35516.2,620782.2,103430.6
r5n10057,96.02,2060 warmer Sommer mit Klimaschutz,40.96,42.93,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1052,42.93,490.9,2060 warmer Sommer mit Klimaschutz,r5n10057,7.36,1.602,48600.9,83210.6,571937.4,13201.1,235015.9,35127.9,571937.4,83210.6
r5n10058,23.27,2000 Durchschnittsjahr,90.62,61.12,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.178,61.12,1395.6,2000 Durchschnittsjahr,r5n10058,7.537,1.925,32516.7,87657.9,600466.1,11749.9,228073.1,33516.5,600466.1,87657.9
r5n10059,33.18,2060 Durchschnittsjahr mit Klimaschutz,68.31,91.25,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1378,91.25,301.6,2060 Durchschnittsjahr mit Klimaschutz,r5n10059,7.436,2.243,39863.8,87392,564266.9,12507.3,233568.1,34521.9,564266.9,87392
r5n10060,58.12,2060 Durchschnittsjahr mit Klimaschutz,9.744,8.755,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1269,8.755,229.3,2060 Durchschnittsjahr mit Klimaschutz,r5n10060,7.336,0.5184,29314.3,68441.2,467788.5,21900,220984.2,33845.2,467788.5,68441.2
r5n10061,92.92,2060 Durchschnittsjahr mit Klimaschutz,48.51,17.49,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1001,17.49,602.9,2060 Durchschnittsjahr mit Klimaschutz,r5n10061,7.405,1.478,37361.7,85853.4,568333.7,13745.9,232418.9,34443.9,568333.7,85853.4
r5n10062,37.43,2060 Durchschnittsjahr mit Klimaschutz,42.79,70.25,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.184,70.25,2419.4,2060 Durchschnittsjahr mit Klimaschutz,r5n10062,7.405,1.402,33309.4,72035.3,550605.9,14597.1,214632.2,32410.1,550605.9,72035.3
r5n10063,90.5,2060 warmer Sommer mit Klimaschutz,10.71,63.55,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1947,63.55,2670,2060 warmer Sommer mit Klimaschutz,r5n10063,7.275,1.122,41912.3,63233.6,549107.6,15670.5,211030.9,32497.2,549107.6,63233.6
r5n10064,81.58,2000 Durchschnittsjahr,69.56,19.01,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1465,19.01,1551.2,2000 Durchschnittsjahr,r5n10064,7.473,1.762,31314.5,83906.2,589832.7,12351.7,223842,33071.6,589832.7,83906.2
r5n10065,37.59,2060 warmer Sommer mit Klimaschutz,92.37,76.61,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1011,76.61,1659.7,2060 warmer Sommer mit Klimaschutz,r5n10065,7.465,2.23,55917,93649.8,633146.4,10917.4,248049.2,36592.2,633146.4,93649.8
r5n10066,72.14,2060 Durchschnittsjahr mit Klimaschutz,88.7,39.73,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1041,39.73,1878.9,2060 Durchschnittsjahr mit Klimaschutz,r5n10066,7.476,2.201,44906.1,92394.2,630337,11414.1,240738,35388.8,630337,92394.2
r5n10067,28.25,2000 Durchschnittsjahr,60.51,31.95,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1822,31.95,1117.7,2000 Durchschnittsjahr,r5n10067,7.478,1.363,26369,74871,541998,14153.6,213082.6,31897.3,541998,74871
r5n10068,88.41,2060 warmer Sommer mit Klimaschutz,13.73,31.76,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1104,31.76,1668.5,2060 warmer Sommer mit Klimaschutz,r5n10068,7.394,1.002,41322.2,76148.9,536509.3,16752.2,228401,34531.5,536509.3,76148.9
r5n10069,85.99,2060 warmer Sommer mit Klimaschutz,86.5,22.27,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1629,22.27,1807.1,2060 warmer Sommer mit Klimaschutz,r5n10069,7.34,1.98,57767.6,77047.5,647230.2,11097,229191.6,34598.2,647230.2,77047.5
r5n10070,36.38,2000 Durchschnittsjahr,44.18,40.6,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.19,40.6,2852.1,2000 Durchschnittsjahr,r5n10070,7.477,1.163,24192.9,72423.1,519231,14912.1,210147.1,31575.6,519231,72423.1
r5n10071,78.63,2060 warmer Sommer mit Klimaschutz,62.97,11.46,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1918,11.46,1251.2,2060 warmer Sommer mit Klimaschutz,r5n10071,7.257,1.523,50652,66065,597464.2,12881.8,214710.2,32920.2,597464.2,66065
r5n10072,96.77,2000 Durchschnittsjahr,92.74,64.66,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.168,64.66,2028.6,2000 Durchschnittsjahr,r5n10072,7.511,2.478,39388.7,94824.1,649562.5,10097.4,237978.7,34693.2,649562.5,94824.1
r5n10073,79.6,2060 Durchschnittsjahr mit Klimaschutz,94.94,95.64,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1041,95.64,1601,2060 Durchschnittsjahr mit Klimaschutz,r5n10073,7.512,2.672,49676.3,100504.9,655872.1,10238.4,251398.7,36622,655872.1,100504.9
r5n10074,74.97,2060 warmer Sommer mit Klimaschutz,54.04,97.23,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1496,97.23,2252.3,2060 warmer Sommer mit Klimaschutz,r5n10074,7.379,2.245,51513.6,82069.3,608727.1,11796.6,232837.2,34833.1,608727.1,82069.3
r5n10075,17,2060 warmer Sommer mit Klimaschutz,29.86,11.35,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1255,11.35,1470.4,2060 warmer Sommer mit Klimaschutz,r5n10075,7.4,0.5424,38367.1,68048.2,497842,21510,225294.9,34648.9,497842,68048.2
r5n10076,82.64,2060 warmer Sommer mit Klimaschutz,67.78,5.412,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1061,5.412,2688,2060 warmer Sommer mit Klimaschutz,r5n10076,7.372,1.61,50897.6,81756,618379.4,12590,233515.3,34980.2,618379.4,81756
r5n10077,14.56,2000 Durchschnittsjahr,5.939,91.01,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1246,91.01,2193.3,2000 Durchschnittsjahr,r5n10077,7.715,0.9569,20962.7,85969.6,473781.3,20570,234954.9,34888,473781.3,85969.6
r5n10078,63.94,2060 Durchschnittsjahr mit Klimaschutz,10.11,93.22,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.113,93.22,2865.9,2060 Durchschnittsjahr mit Klimaschutz,r5n10078,7.505,1.437,30362.5,85356.9,532001.5,16518.7,232598.5,34517.4,532001.5,85356.9
r5n10079,48.71,2060 warmer Sommer mit Klimaschutz,89.18,54.21,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1334,54.21,1884.8,2060 warmer Sommer mit Klimaschutz,r5n10079,7.404,2.167,55452.1,84115.9,631264.4,11185.9,236595.3,35335.6,631264.4,84115.9
r5n10080,94.89,2000 Durchschnittsjahr,48.69,34.5,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1638,34.5,2261.2,2000 Durchschnittsjahr,r5n10080,7.448,1.627,29106.3,79455.3,567353.7,12989.1,218230.1,32437.3,567353.7,79455.3
r5n10081,73.46,2060 Durchschnittsjahr mit Klimaschutz,79.33,34.08,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1209,34.08,2229.6,2060 Durchschnittsjahr mit Klimaschutz,r5n10081,7.442,2.019,42746.8,86344.3,618203.2,11976.6,233064.1,34518.6,618203.2,86344.3
r5n10082,66.45,2000 Durchschnittsjahr,45.33,52.58,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1561,52.58,2339,2000 Durchschnittsjahr,r5n10082,7.497,1.585,26636,81631.9,549690.8,13523.1,220370.5,32639.2,549690.8,81631.9
r5n10083,68.69,2000 Durchschnittsjahr,67.8,57.29,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1681,57.29,732.5,2000 Durchschnittsjahr,r5n10083,7.476,2.039,31703.5,85622.3,604700.8,12030.9,225601.6,33243.7,604700.8,85622.3
r5n10084,21.9,2060 warmer Sommer mit Klimaschutz,4.741,92.54,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1781,92.54,1056.2,2060 warmer Sommer mit Klimaschutz,r5n10084,7.379,0.7479,37089.7,64064,479686.6,20042,217020.3,33499.7,479686.6,64064
r5n10085,88.34,2000 Durchschnittsjahr,73.99,29.08,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1853,29.08,2374.4,2000 Durchschnittsjahr,r5n10085,7.455,1.893,33481.4,81544,601089.1,11757.1,221191.8,32793.4,601089.1,81544
r5n10086,40.05,2060 Durchschnittsjahr mit Klimaschutz,41.35,87.17,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1633,87.17,1635.8,2060 Durchschnittsjahr mit Klimaschutz,r5n10086,7.436,1.513,33927.8,77323.8,548451.5,14195.2,220743.7,33064.1,548451.5,77323.8
r5n10087,18.34,2060 warmer Sommer mit Klimaschutz,46.12,5.502,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1557,5.502,2499.4,2060 warmer Sommer mit Klimaschutz,r5n10087,7.328,0.7881,40434,63065.5,530188.3,17718.4,213622.9,32974.8,530188.3,63065.5
r5n10088,65.7,2060 warmer Sommer mit Klimaschutz,23.54,71.46,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1595,71.46,568.5,2060 warmer Sommer mit Klimaschutz,r5n10088,7.321,1.306,42876.4,70108.9,524152.3,14841.9,218517.5,33265.4,524152.3,70108.9
r5n10089,54.12,2000 Durchschnittsjahr,54.01,5.369,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1118,5.369,2856.6,2000 Durchschnittsjahr,r5n10089,7.552,1.243,25041.4,87357.3,541054,14390.9,227978.6,33524.6,541054,87357.3
r5n10090,50.18,2060 Durchschnittsjahr mit Klimaschutz,16.67,7.169,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1977,7.169,2118,2060 Durchschnittsjahr mit Klimaschutz,r5n10090,7.276,0.5234,28637.1,54110.8,506368.3,21003,201454.1,31542.1,506368.3,54110.8
r5n10091,82.69,2060 Durchschnittsjahr mit Klimaschutz,88.13,46.45,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1645,46.45,1907.7,2060 Durchschnittsjahr mit Klimaschutz,r5n10091,7.417,2.2,47067.6,83363.6,639113.2,11137.7,230501.8,34307.7,639113.2,83363.6
r5n10092,20.88,2000 Durchschnittsjahr,51.94,93.52,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1716,93.52,1655.9,2000 Durchschnittsjahr,r5n10092,7.553,1.606,26120,84850.9,550816.6,13632.1,224188.9,33054.9,550816.6,84850.9
r5n10093,33.84,2060 Durchschnittsjahr mit Klimaschutz,7.084,58.68,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1163,58.68,749.5,2060 Durchschnittsjahr mit Klimaschutz,r5n10093,7.503,0.7747,27953.1,78091.7,473338.6,20943,230244,34699.8,473338.6,78091.7
r5n10094,80.38,2000 Durchschnittsjahr,69,27.01,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1964,27.01,1176.1,2000 Durchschnittsjahr,r5n10094,7.431,1.774,32111.1,77999.2,588756.7,12264,216946.2,32328.6,588756.7,77999.2
r5n10095,10.73,2000 Durchschnittsjahr,3.713,43,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1525,43,1482,2000 Durchschnittsjahr,r5n10095,7.608,0.3519,20945,68369,445549.4,27512,225918,34733.7,445549.4,68369
r5n10096,16.55,2000 Durchschnittsjahr,83.72,81.13,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1825,81.13,519.1,2000 Durchschnittsjahr,r5n10096,7.526,1.892,31654.9,88503.2,599921,11935,228922.1,33598.1,599921,88503.2
r5n10097,18,2060 warmer Sommer mit Klimaschutz,2.181,60.21,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1049,60.21,1343.4,2060 warmer Sommer mit Klimaschutz,r5n10097,7.508,0.5245,36598.2,78244.2,473863.7,24841,242680.1,36911.8,473863.7,78244.2
r5n10098,47.1,2060 Durchschnittsjahr mit Klimaschutz,72.35,30.64,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1162,30.64,232.1,2060 Durchschnittsjahr mit Klimaschutz,r5n10098,7.396,1.7,39718,85266.9,562367.9,13097.1,231946.8,34408.3,562367.9,85266.9
r5n10099,1.888,2000 Durchschnittsjahr,85.27,65.69,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1266,65.69,269.7,2000 Durchschnittsjahr,r5n10099,7.543,1.791,30427.6,94828,582923.1,12671.6,237244,34561.4,582923.1,94828
r5n10100,40.9,2060 warmer Sommer mit Klimaschutz,91.8,28.09,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1623,28.09,1432.5,2060 warmer Sommer mit Klimaschutz,r5n10100,7.356,1.829,54399.1,76262.5,619237.9,11716.9,227328.6,34330.2,619237.9,76262.5
r5n10101,16.5,2060 warmer Sommer mit Klimaschutz,43.76,5.085,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1568,5.085,1278.6,2060 warmer Sommer mit Klimaschutz,r5n10101,7.32,0.677,40140,61771,512923.3,18452.2,213182.6,33003.6,512923.3,61771
r5n10102,46.9,2060 Durchschnittsjahr mit Klimaschutz,75.69,62.57,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1338,62.57,2466.3,2060 Durchschnittsjahr mit Klimaschutz,r5n10102,7.465,2.057,40677.7,85847.3,600460.4,12260.3,231723.5,34320,600460.4,85847.3
r5n10103,97.77,2060 Durchschnittsjahr mit Klimaschutz,18.41,86.09,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1235,86.09,110.4,2060 Durchschnittsjahr mit Klimaschutz,r5n10103,7.356,1.744,36594.4,83857.2,529033.8,14352.4,230607.6,34285.8,529033.8,83857.2
r5n10104,82.68,2060 warmer Sommer mit Klimaschutz,82.57,8.349,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1648,8.349,1198.9,2060 warmer Sommer mit Klimaschutz,r5n10104,7.314,1.778,55827.5,73740.6,629147.3,11621.5,224929.8,34110.5,629147.3,73740.6
r5n10105,56.83,2000 Durchschnittsjahr,84.92,76.53,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.108,76.53,1655.2,2000 Durchschnittsjahr,r5n10105,7.579,2.365,33663.6,102517.2,622828,11003.7,245576.1,35413,622828,102517.2
r5n10106,95.71,2000 Durchschnittsjahr,66.04,71.5,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1906,71.5,697.3,2000 Durchschnittsjahr,r5n10106,7.455,2.182,34561.6,86922.5,609839.3,11343.8,227671.8,33505.8,609839.3,86922.5
r5n10107,76.54,2000 Durchschnittsjahr,10.52,28.48,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1825,28.48,1638.1,2000 Durchschnittsjahr,r5n10107,7.456,0.807,22900.5,65840.7,490816.7,17945.8,206794.2,31522.7,490816.7,65840.7
r5n10108,3.248,2060 Durchschnittsjahr mit Klimaschutz,96.4,9.317,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1196,9.317,250.5,2060 Durchschnittsjahr mit Klimaschutz,r5n10108,7.433,1.378,40201,83948.7,557294.3,13606.9,231547.5,34446.3,557294.3,83948.7
r5n10109,34.57,2060 Durchschnittsjahr mit Klimaschutz,88.69,90.41,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1394,90.41,1577.2,2060 Durchschnittsjahr mit Klimaschutz,r5n10109,7.5,2.425,43947,90958.2,611257.9,11356.4,238304.3,35072.5,611257.9,90958.2
r5n10110,98.79,2060 warmer Sommer mit Klimaschutz,43.9,44.44,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1855,44.44,1387.2,2060 warmer Sommer mit Klimaschutz,r5n10110,7.279,1.617,49599.3,69067.2,592893.2,12895.8,217769.4,33218.1,592893.2,69067.2
r6n10001,36.06,2000 Durchschnittsjahr,41.93,47.56,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1213,47.56,1132.7,2000 Durchschnittsjahr,r6n10001,7.573,1.259,24027.3,87115.2,529731,14920.7,228020.3,33552.3,529731,87115.2
r6n10002,28.5,2000 Durchschnittsjahr,36.49,10.2,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1218,10.2,2689.3,2000 Durchschnittsjahr,r6n10002,7.58,0.6834,21918.1,80961,492564.9,17629.6,224115.5,33365.1,492564.9,80961
r6n10003,82,2000 Durchschnittsjahr,19.41,1.874,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1967,1.874,165.7,2000 Durchschnittsjahr,r6n10003,7.3,0.6862,24747.7,60853.9,486248.9,17288.1,200623.1,30833.1,486248.9,60853.9
r6n10004,1.366,2060 warmer Sommer mit Klimaschutz,55.81,82.31,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1794,82.31,730.3,2060 warmer Sommer mit Klimaschutz,r6n10004,7.366,1.477,44590.8,71685.1,536888.7,14529.5,220913.9,33562.8,536888.7,71685.1
r6n10005,55.42,2000 Durchschnittsjahr,75.6,22.1,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1148,22.1,2682.6,2000 Durchschnittsjahr,r6n10005,7.55,1.758,29490.9,91943.3,585817.2,12509.8,232859.1,34016.7,585817.2,91943.3
r6n10006,4.96,2000 Durchschnittsjahr,5.296,35.42,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1693,35.42,2997.7,2000 Durchschnittsjahr,r6n10006,7.577,0.2675,20701.5,63505.9,445991.9,27979,220674,34199.5,445991.9,63505.9
r6n10007,84.17,2060 warmer Sommer mit Klimaschutz,2.168,29.16,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.187,29.16,2879,2060 warmer Sommer mit Klimaschutz,r6n10007,7.246,0.7043,38924.2,56583.7,525927.7,19408,207840.3,32479,525927.7,56583.7
r6n10008,25.61,2060 warmer Sommer mit Klimaschutz,34.35,46.86,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1548,46.86,2986.1,2060 warmer Sommer mit Klimaschutz,r6n10008,7.368,0.9666,40121.1,67773.2,531692,16554.2,217092.1,33204.4,531692,67773.2
r6n10009,53.57,2060 Durchschnittsjahr mit Klimaschutz,77.88,87.83,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1353,87.83,2501.3,2060 Durchschnittsjahr mit Klimaschutz,r6n10009,7.479,2.473,42850,89899.5,615049.3,11542,236685.4,34871,615049.3,89899.5
r6n10010,40.49,2000 Durchschnittsjahr,81.46,2.44,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.129,2.44,2570.5,2000 Durchschnittsjahr,r6n10010,7.529,1.508,29069.8,85807.8,571222.6,12936.2,225878.3,33277.6,571222.6,85807.8
r6n10011,19.96,2000 Durchschnittsjahr,73.96,13.77,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1697,13.77,2970,2000 Durchschnittsjahr,r6n10011,7.501,1.318,27065.1,76845.8,542031.1,13919.3,215490.5,32164.1,542031.1,76845.8
r6n10012,2.79,2060 Durchschnittsjahr mit Klimaschutz,6.147,34.42,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1195,34.42,1250.7,2060 Durchschnittsjahr mit Klimaschutz,r6n10012,7.531,0.2638,26761.2,72650.2,454029.8,28004,235576.8,36105.8,454029.8,72650.2
r6n10013,11.37,2060 Durchschnittsjahr mit Klimaschutz,71.31,98.49,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1088,98.49,88.22,2060 Durchschnittsjahr mit Klimaschutz,r6n10013,7.461,1.874,39974.2,95059,543661.9,12795.3,243526,35665.9,543661.9,95059
r6n10014,77.69,2060 warmer Sommer mit Klimaschutz,41.81,54.46,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1073,54.46,2241.3,2060 warmer Sommer mit Klimaschutz,r6n10014,7.405,1.752,46720.5,83299.1,582615.5,13375.6,234306.3,34993.7,582615.5,83299.1
r6n10015,7.434,2060 warmer Sommer mit Klimaschutz,80.83,9.864,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.135,9.864,2216,2060 warmer Sommer mit Klimaschutz,r6n10015,7.38,1.242,47272,74321.4,577760.6,14170.5,225103.2,34093.3,577760.6,74321.4
r6n10016,1.529,2060 warmer Sommer mit Klimaschutz,82.35,79.06,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1384,79.06,2154.1,2060 warmer Sommer mit Klimaschutz,r6n10016,7.432,2.1,50267.1,83317.2,593073.5,12420.3,234732.2,35068.4,593073.5,83317.2
r6n10017,51.73,2060 Durchschnittsjahr mit Klimaschutz,92.81,98.68,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1198,98.68,2486.5,2060 Durchschnittsjahr mit Klimaschutz,r6n10017,7.517,2.74,46512.8,96735.1,636245.7,10726.2,245769.9,35928.1,636245.7,96735.1
r6n10018,89.86,2060 warmer Sommer mit Klimaschutz,41.02,22.86,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1539,22.86,116.7,2060 warmer Sommer mit Klimaschutz,r6n10018,7.235,1.31,48491.6,69281.2,541237.7,13881.6,219148.7,33446.9,541237.7,69281.2
r6n10019,48.94,2060 Durchschnittsjahr mit Klimaschutz,55.47,45.7,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1372,45.7,1766.9,2060 Durchschnittsjahr mit Klimaschutz,r6n10019,7.432,1.666,35806.8,79138,565491.9,13848.5,223464.6,33399.9,565491.9,79138
r6n10020,62.48,2060 warmer Sommer mit Klimaschutz,67.8,41.34,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1576,41.34,2647,2060 warmer Sommer mit Klimaschutz,r6n10020,7.337,1.873,50907.8,75088.6,610103.1,12329.2,224897.4,33992.8,610103.1,75088.6
